StationName,Latitude,Longitude,StartYear,EndYear,NormalValue.Element,NormalValue.ValueOnJanuary,NormalValue.ValueOnFebruary,NormalValue.ValueOnMarch,NormalValue.ValueOnApril,NormalValue.ValueOnMay,NormalValue.ValueOnJune,NormalValue.ValueOnJuly,NormalValue.ValueOnAugust,NormalValue.ValueOnSeptember,NormalValue.ValueOnOctober,NormalValue.ValueOnNovember,NormalValue.ValueOnDecember
SURIN AGROMET.,14.883,103.45,1981,2010,Mean Maximum Temperature,31.073,33.979,36.09,36.691,34.79,34.75,33.73,32.95,32.57,31.64,31.22,30.94
SURIN AGROMET.,14.883,103.45,1981,2010,Mean Minimum Temperature,17.163,20.185,22.697,24.744,25.01,25.21,24.84,24.7,24.48,23.5,20.09,18.03
SURIN AGROMET.,14.883,103.45,1981,2010,Mean Dry-bulb Temperature,23.448,26.383,28.627,29.79,28.8,28.99,28.41,28.04,27.7,26.88,25.01,23.92
SURIN AGROMET.,14.883,103.45,1981,2010,Mean Relative Humidity,69.855,66.116,66.359,71.059,78.37,79.36,80.13,82.57,84,82.32,74.07,72.04
SURIN AGROMET.,14.883,103.45,1981,2010,Total Rainfall,6.005,14.197,44.823,90.753,183.48,209.04,230.3,261.15,265.36,123.3,29.95,1.63
THA TUM,15.317,103.683,1981,2010,Mean Station Pressure,999.779,998.535,996,995.969,992.47,992.57,995.26,995.05,993.15,998.05,1000.01,999.13
THA TUM,15.317,103.683,1981,2010,Mean MSL Pressure,1013.289,1011.804,1009.789,1008.143,1007.02,1006.13,1005.93,1006.16,1007.77,1010.46,1012.49,1013.98
THA TUM,15.317,103.683,1981,2010,Mean Maximum Temperature,31.077,33.601,35.633,36.639,34.93,33.71,32.97,32.3,31.81,31.25,30.72,29.86
THA TUM,15.317,103.683,1981,2010,Mean Minimum Temperature,17.573,20.303,23.009,25.077,25.11,25.1,24.77,24.56,24.23,23.2,20.66,17.76
THA TUM,15.317,103.683,1981,2010,Mean Dry-bulb Temperature,24.011,26.24,28.725,30.398,29.46,29.08,28.56,28.17,27.74,27.03,25.38,23.71
THA TUM,15.317,103.683,1981,2010,Mean Relative Humidity,68.291,64.843,63.388,65.668,74.67,77.3,78.92,81.21,83.56,79.77,73.16,69.78
THA TUM,15.317,103.683,1981,2010,Total Rainfall,5.085,16.087,44.187,86.653,172.3,206.15,218.23,227.94,262.97,126.29,21.01,1.03
BURIRUM,15.226,103.248,1981,2010,Mean Station Pressure,987.102,986.344,982.014,986.566,986.29,985.83,985.86,985.74,984.25,983.41,979.27,979.48
BURIRUM,15.226,103.248,1981,2010,Mean MSL Pressure,1014.192,1012.017,1010.382,1008.941,1007.34,1006.67,1006.83,1006.53,1008.15,1010.91,1012.68,1013.8
BURIRUM,15.226,103.248,1981,2010,Mean Maximum Temperature,30.785,33.667,35.668,36.256,34.71,33.95,33.04,32.46,31.88,31.39,31.13,30.26
BURIRUM,15.226,103.248,1981,2010,Mean Minimum Temperature,17.417,20.15,22.697,24.516,24.59,24.51,23.98,24.13,23.77,22.55,20.11,17.63
BURIRUM,15.226,103.248,1981,2010,Mean Dry-bulb Temperature,23.463,26.504,28.524,29.616,28.75,28.5,27.85,27.5,26.93,26.3,24.87,23.25
BURIRUM,15.226,103.248,1981,2010,Mean Relative Humidity,66.073,61.396,61.718,65.695,76.16,78.02,80.1,82.53,85.48,81.37,73.5,69.51
BURIRUM,15.226,103.248,1981,2010,Total Rainfall,8.28,14.43,46.9,74.59,149.82,156.53,222.88,255.54,252.15,117.05,21.6,7.62
NANG RONG,14.583,102.8,1981,2010,Mean Station Pressure,996.392,996.259,995.493,997.509,997.74,997.69,997.6,997.61,997.06,995.53,992.97,993.25
NANG RONG,14.583,102.8,1981,2010,Mean MSL Pressure,1012.885,1011.42,1009.543,1008.019,1006.89,1006.1,1005.95,1006.19,1007.66,1010.19,1012.17,1013.62
NANG RONG,14.583,102.8,1981,2010,Mean Maximum Temperature,31.204,33.91,35.712,36.371,34.77,34.14,33.52,32.98,32.1,30.9,30.23,29.59
NANG RONG,14.583,102.8,1981,2010,Mean Minimum Temperature,17.512,20.053,22.408,24.126,24.45,24.54,24.16,24.02,23.74,22.97,20.51,17.61
NANG RONG,14.583,102.8,1981,2010,Mean Dry-bulb Temperature,24.29,26.419,28.449,29.545,28.79,28.59,28.12,27.82,27.21,26.5,25.04,23.6
NANG RONG,14.583,102.8,1981,2010,Mean Relative Humidity,68.807,65.802,66.503,69.753,76.93,77.29,78.52,80.22,84.15,82.21,75.45,71.05
NANG RONG,14.583,102.8,1981,2010,Total Rainfall,4.714,19.634,47.907,81.58,166.58,129.68,148,181.71,239.58,133.89,37.17,3.4
ARANYA PRATHET,13.7,102.583,1981,2010,Mean Station Pressure,1007.379,1005.704,1004.666,1003.427,1002.18,1001.94,1001.64,1001.85,1003.27,1004.38,1006.37,1007.9
ARANYA PRATHET,13.7,102.583,1981,2010,Mean MSL Pressure,1012.847,1011.413,1009.988,1008.678,1007.58,1006.93,1006.99,1007.04,1008.33,1010.11,1011.85,1013.4
ARANYA PRATHET,13.7,102.583,1981,2010,Mean Maximum Temperature,32.715,34.825,36.199,36.68,35.12,33.87,33.15,32.77,32.58,32.26,31.89,31.4
ARANYA PRATHET,13.7,102.583,1981,2010,Mean Minimum Temperature,20.196,22.731,24.494,25.466,25.39,25.14,24.75,24.59,24.49,23.97,22.22,19.89
ARANYA PRATHET,13.7,102.583,1981,2010,Mean Dry-bulb Temperature,26.145,28.241,29.556,30.093,29.19,28.6,28.1,27.83,27.65,27.46,26.65,25.31
ARANYA PRATHET,13.7,102.583,1981,2010,Mean Relative Humidity,63.308,63.875,65.892,69.784,77.03,79.12,80.22,81.88,83.09,80.57,72.61,66.03
ARANYA PRATHET,13.7,102.583,1981,2010,Total Rainfall,5.364,27.647,52.387,85.69,168.34,163.65,166.35,208.56,252.34,174.22,35.52,4.76
SA KAEW,13.789,102.035,1981,2010,Mean Station Pressure,1007.255,1006.281,1004.477,1003.435,1001.63,1001.09,1001.38,1000.96,1003.07,1004.78,1006.13,1007.27
SA KAEW,13.789,102.035,1981,2010,Mean MSL Pressure,1012.226,1011.227,1009.548,1008.502,1007.26,1006.82,1006.79,1006.87,1008.08,1009.72,1011.08,1012.26
SA KAEW,13.789,102.035,1981,2010,Mean Maximum Temperature,32.635,34.45,35.542,36.247,34.51,33.6,32.76,32.5,32.34,32.21,32.09,31.68
SA KAEW,13.789,102.035,1981,2010,Mean Minimum Temperature,19.977,22.232,24.119,25.258,25.33,25.11,24.73,24.66,24.48,24.15,22.04,19.85
SA KAEW,13.789,102.035,1981,2010,Mean Dry-bulb Temperature,25.728,27.633,28.832,29.592,28.6,28.21,27.69,27.61,27.28,27.23,26.28,25.08
SA KAEW,13.789,102.035,1981,2010,Mean Relative Humidity,68.372,68.454,71.898,75.439,82.46,83.58,85.27,85.87,87.06,84.14,76.21,71.02
SA KAEW,13.789,102.035,1981,2010,Total Rainfall,9.925,27.533,55.667,88.65,179.32,176.16,198.38,216.05,266.82,162.57,26.47,5.05
KANCHANA BURI,14.023,99.536,1981,2010,Mean Station Pressure,1009.197,1007.707,1006.195,1004.502,1004.02,1003.09,1003.47,1003.59,1004.79,1006.71,1008.54,1010.01
KANCHANA BURI,14.023,99.536,1981,2010,Mean MSL Pressure,1012.463,1010.924,1009.454,1008.083,1006.98,1006.49,1006.65,1006.79,1008.04,1009.95,1011.79,1013.29
KANCHANA BURI,14.023,99.536,1981,2010,Mean Maximum Temperature,33.033,35.573,37.305,38.154,35.89,34.46,33.9,33.63,33.56,32.16,31.58,31.33
KANCHANA BURI,14.023,99.536,1981,2010,Mean Minimum Temperature,19.932,22.086,24.226,25.915,25.79,25.48,25.1,25.07,24.63,23.87,22.25,19.62
KANCHANA BURI,14.023,99.536,1981,2010,Mean Dry-bulb Temperature,25.966,27.985,29.703,30.973,29.7,29.03,28.58,28.37,28.01,27.26,26.37,24.94
KANCHANA BURI,14.023,99.536,1981,2010,Mean Relative Humidity,64.251,62.223,61.196,62.639,70.91,72.01,72.52,73.5,76.89,79.83,72.64,66.24
KANCHANA BURI,14.023,99.536,1981,2010,Total Rainfall,3.267,18.165,28.957,78.49,145.3,86.39,102.9,98.35,220.5,209.19,58.62,6.23
THONG PHAPHUM,14.742,98.636,1981,2010,Mean Station Pressure,1001.444,1001.159,1000.193,1000.474,997.56,997.46,999.52,999.43,999.36,1000.71,1000.84,1001.94
THONG PHAPHUM,14.742,98.636,1981,2010,Mean MSL Pressure,1012.678,1011.652,1009.967,1008.804,1007.74,1007.53,1007.59,1007.94,1008.82,1010.34,1012.13,1013.41
THONG PHAPHUM,14.742,98.636,1981,2010,Mean Maximum Temperature,33.307,35.295,36.914,37.341,34.12,31.69,30.92,30.65,31.92,32.34,32.18,31.93
THONG PHAPHUM,14.742,98.636,1981,2010,Mean Minimum Temperature,16.83,18.395,20.654,22.768,23.48,23.39,23.01,22.88,22.85,22.06,19.46,16.48
THONG PHAPHUM,14.742,98.636,1981,2010,Mean Dry-bulb Temperature,24.812,26.747,28.816,29.769,28.13,27.11,26.55,26.34,26.72,26.6,25.34,23.86
THONG PHAPHUM,14.742,98.636,1981,2010,Mean Relative Humidity,71.668,65.251,64.268,69.017,80.52,85.13,86.7,87.46,86.01,84.44,79.21,75.26
THONG PHAPHUM,14.742,98.636,1981,2010,Total Rainfall,5.447,16.371,46.423,101.844,227.51,278.27,323.21,343.75,241.22,172.26,25.56,4.75
NAKHONPATHOM,14.012,99.97,1981,2010,Mean Station Pressure,1011.888,1010.169,1008.636,1007.605,1006.19,1005.79,1005.98,1005.9,1006.86,1008.58,1010.41,1010.97
NAKHONPATHOM,14.012,99.97,1981,2010,Mean MSL Pressure,1013.009,1011.278,1009.737,1008.702,1007.29,1006.89,1007.08,1007,1007.96,1009.69,1011.52,1012.09
NAKHONPATHOM,14.012,99.97,1981,2010,Mean Maximum Temperature,31.013,33.651,35.394,36.082,34.49,34.36,33.48,33.41,33.41,32.07,30.88,30.55
NAKHONPATHOM,14.012,99.97,1981,2010,Mean Minimum Temperature,19.434,22.258,24.046,24.985,24.73,24.83,24.68,24.4,24.4,23.91,21.6,19.88
NAKHONPATHOM,14.012,99.97,1981,2010,Mean Dry-bulb Temperature,24.748,27.438,29.161,30.035,29.04,28.88,28.35,28.28,28.15,27.53,25.94,24.84
NAKHONPATHOM,14.012,99.97,1981,2010,Mean Relative Humidity,74.167,75.132,73.212,74.295,79.21,79.94,79.69,79.74,81.61,83.42,76.61,75.66
NAKHONPATHOM,14.012,99.97,1981,2010,Total Rainfall,2.126,7.182,29.067,43.673,120.43,101.19,107.89,111.45,221.25,206.15,49.22,6.46
BANGKOK METROPOLIS,13.726,100.56,1981,2010,Mean Station Pressure,1011.277,1010.122,1008.81,1007.417,1006.15,1005.65,1005.74,1005.75,1007,1008.67,1010.3,1011.79
BANGKOK METROPOLIS,13.726,100.56,1981,2010,Mean MSL Pressure,1012.471,1011.307,1009.99,1008.571,1007.29,1006.76,1006.88,1006.99,1008.18,1009.86,1011.5,1012.98
BANGKOK METROPOLIS,13.726,100.56,1981,2010,Mean Maximum Temperature,32.454,33.294,34.325,35.432,34.45,33.61,33.15,32.93,32.82,32.56,32.43,31.74
BANGKOK METROPOLIS,13.726,100.56,1981,2010,Mean Minimum Temperature,22.581,24.445,25.883,26.878,26.29,26.08,25.69,25.51,25.04,24.76,23.93,22.02
BANGKOK METROPOLIS,13.726,100.56,1981,2010,Mean Dry-bulb Temperature,27.007,28.303,29.478,30.544,29.92,29.46,29.02,28.78,28.34,28.12,27.77,26.52
BANGKOK METROPOLIS,13.726,100.56,1981,2010,Mean Relative Humidity,68.277,71.794,71.969,71.907,74.75,74.5,74.91,75.59,79.07,78.29,69.79,65.92
BANGKOK METROPOLIS,13.726,100.56,1981,2010,Total Rainfall,13.284,19.978,42.093,91.407,247.67,157.14,175.11,219.27,334.25,292.1,49.46,6.26
BANGKOK PORT (KLONG TOEI),13.707,100.568,1981,2010,Mean Station Pressure,1011.463,1010.567,1009.118,1007.815,1006.31,1005.81,1005.75,1006,1006.99,1008.82,1010.25,1011.58
BANGKOK PORT (KLONG TOEI),13.707,100.568,1981,2010,Mean MSL Pressure,1012.503,1011.176,1010.08,1008.575,1006.89,1006.3,1006.69,1006.49,1007.35,1009.04,1010.72,1011.46
BANGKOK PORT (KLONG TOEI),13.707,100.568,1981,2010,Mean Maximum Temperature,32.48,33.348,34.337,35.478,34.77,34.41,33.77,33.74,33.58,33.23,32.95,32.1
BANGKOK PORT (KLONG TOEI),13.707,100.568,1981,2010,Mean Minimum Temperature,23.896,25.325,26.607,27.386,26.75,26.67,26.47,26.24,25.64,25.67,25.05,23.66
BANGKOK PORT (KLONG TOEI),13.707,100.568,1981,2010,Mean Dry-bulb Temperature,28.661,30.026,31.075,31.887,31.24,31.28,30.46,30.53,30.24,29.92,29.64,28.89
BANGKOK PORT (KLONG TOEI),13.707,100.568,1981,2010,Mean Relative Humidity,57.695,63.559,64.232,65.621,68.65,67.63,69.56,68.5,70.72,70.06,59.25,55.93
BANGKOK PORT (KLONG TOEI),13.707,100.568,1981,2010,Total Rainfall,23.947,31.365,52.553,104.835,245.52,171.91,182.76,206.58,328.89,263.12,43.97,9.46
BANG NA AGROMET.,13.666,100.606,1981,2010,Mean Station Pressure,1012.02,1010.619,1009.221,1008.101,1006.61,1006.2,1006.4,1006.25,1007.21,1008.77,1010.37,1010.96
BANG NA AGROMET.,13.666,100.606,1981,2010,Mean MSL Pressure,1012.563,1011.159,1009.757,1008.636,1007.1,1006.66,1006.86,1006.7,1007.67,1009.23,1010.83,1011.42
BANG NA AGROMET.,13.666,100.606,1981,2010,Mean Maximum Temperature,32.032,33.18,34.279,35.162,33.94,33.96,32.99,33.08,33.29,32.57,32.22,32.01
BANG NA AGROMET.,13.666,100.606,1981,2010,Mean Minimum Temperature,22.266,24.613,26.386,27.078,26.5,26.42,26.24,26.05,25.58,25.31,24.22,22.8
BANG NA AGROMET.,13.666,100.606,1981,2010,Mean Dry-bulb Temperature,26.865,28.444,29.771,30.488,29.77,29.73,29.09,29.04,28.75,28.43,27.97,27.22
BANG NA AGROMET.,13.666,100.606,1981,2010,Mean Relative Humidity,67.71,72.075,71.406,72.417,76.13,75.63,76.55,76.48,78.39,78.17,67.39,66.6
BANG NA AGROMET.,13.666,100.606,1981,2010,Total Rainfall,11.048,20.334,41.566,96.055,209.61,167.67,167.49,221.2,335.86,254.35,56.32,8.37
BANG KHEN AGROMET.,13.85,100.583,1981,2010,Mean MSL Pressure,,,,,,,,,,,,
BANG KHEN AGROMET.,13.85,100.583,1981,2010,Mean Maximum Temperature,,,,,,,,,,,,
BANG KHEN AGROMET.,13.85,100.583,1981,2010,Mean Minimum Temperature,,,,,,,,,,,,
BANG KHEN AGROMET.,13.85,100.583,1981,2010,Mean Dry-bulb Temperature,,,,,,,,,,,,
BANG KHEN AGROMET.,13.85,100.583,1981,2010,Mean Relative Humidity,,,,,,,,,,,,
BANG KHEN AGROMET.,13.85,100.583,1981,2010,Total Rainfall,12.031,10.878,37.473,68.077,182.05,138.14,173.1,169.44,295.91,230.57,54.73,2.27
CHON BURI,13.367,100.983,1981,2010,Mean Station Pressure,1011.915,1010.845,1009.574,1008.183,1005.86,1006.44,1006.56,1006.13,1007.8,1009.35,1010.86,1012.29
CHON BURI,13.367,100.983,1981,2010,Mean MSL Pressure,1012.191,1011.12,1009.841,1008.457,1007.21,1006.71,1006.84,1006.94,1008.07,1009.62,1011.13,1012.57
CHON BURI,13.367,100.983,1981,2010,Mean Maximum Temperature,32.635,33.176,34.226,35.17,34.24,33.68,33.18,32.97,32.6,32.66,32.78,32.42
CHON BURI,13.367,100.983,1981,2010,Mean Minimum Temperature,22.082,24.02,25.485,26.552,26.41,26.34,26.06,25.84,25.06,24.48,23.33,21.58
CHON BURI,13.367,100.983,1981,2010,Mean Dry-bulb Temperature,26.879,28.052,29.209,30.219,29.78,29.58,29.16,28.98,28.32,27.91,27.58,26.51
CHON BURI,13.367,100.983,1981,2010,Mean Relative Humidity,66.16,70.079,70.695,71.302,74.6,73.93,74.26,75.33,78.99,78.33,69.44,63.43
CHON BURI,13.367,100.983,1981,2010,Total Rainfall,9.935,14.327,47.48,74.073,175.28,147.7,140.56,154.08,268.93,208.85,48.81,5.48
KO SICHANG,13.162,100.802,1981,2010,Mean Station Pressure,1009.24,1008.278,1007.119,1005.786,1004.53,1004.1,1004.21,1004.33,1005.17,1006.68,1008.06,1009.53
KO SICHANG,13.162,100.802,1981,2010,Mean MSL Pressure,1012.414,1011.432,1010.265,1008.888,1007.6,1007.09,1007.21,1007.31,1008.4,1009.82,1011.22,1012.7
KO SICHANG,13.162,100.802,1981,2010,Mean Maximum Temperature,30.342,30.969,31.903,32.989,32.47,31.92,31.46,31.31,30.92,30.93,30.57,29.88
KO SICHANG,13.162,100.802,1981,2010,Mean Minimum Temperature,22.648,24.651,26.042,27.084,26.93,26.77,26.14,26.15,25.12,24.48,24,22.53
KO SICHANG,13.162,100.802,1981,2010,Mean Dry-bulb Temperature,26.477,27.626,28.693,29.769,29.6,29.34,28.9,28.72,28.06,27.53,27.17,26.17
KO SICHANG,13.162,100.802,1981,2010,Mean Relative Humidity,72.745,75.604,76.002,75.93,77.09,76.09,77.06,77.78,81.38,82,73.64,68.11
KO SICHANG,13.162,100.802,1981,2010,Total Rainfall,10.938,15.733,49.577,77.314,134.4,125.43,123.41,136.84,269.16,207.1,60.61,8.53
PHATTHAYA,12.92,100.869,1981,2010,Mean Station Pressure,1005.058,1004.488,1002.795,1001.269,1000.12,999.79,1000.32,1000.31,1002.12,1002.03,1003.98,1005.35
PHATTHAYA,12.92,100.869,1981,2010,Mean MSL Pressure,1012.272,1011.377,1010.202,1008.808,1007.54,1007.09,1007.22,1007.32,1008.38,1009.76,1011.08,1012.49
PHATTHAYA,12.92,100.869,1981,2010,Mean Maximum Temperature,30.582,31.066,31.847,32.932,32.42,31.74,31.39,31.22,31.05,30.79,30.55,30.02
PHATTHAYA,12.92,100.869,1981,2010,Mean Minimum Temperature,23.047,24.384,25.399,26.344,26.37,26.32,25.99,25.98,25.17,24.37,23.69,22.53
PHATTHAYA,12.92,100.869,1981,2010,Mean Dry-bulb Temperature,26.285,27.258,28.222,29.286,29.16,28.9,28.48,28.36,27.72,27.05,26.7,25.88
PHATTHAYA,12.92,100.869,1981,2010,Mean Relative Humidity,73.11,76.534,77.247,77.084,77.7,76.77,77.19,77.39,81.42,83.08,75.65,70
PHATTHAYA,12.92,100.869,1981,2010,Total Rainfall,15.558,14.317,53.307,63.984,148.28,118.95,97.43,97.59,204.71,216.06,72.08,8.3
SATTAHIP,12.683,100.983,1981,2010,Mean Station Pressure,1010.27,1009.56,1008.664,1007.496,1005.97,1005.76,1005.92,1005.44,1006.75,1007.58,1008.95,1009.62
SATTAHIP,12.683,100.983,1981,2010,Mean MSL Pressure,1011.967,1011.423,1010.253,1008.588,1007.2,1006.92,1007.1,1006.98,1007.6,1008.75,1010.49,1011.91
SATTAHIP,12.683,100.983,1981,2010,Mean Maximum Temperature,32.04,32.16,32.704,33.687,33.53,33.19,32.84,32.73,32.43,32.3,32.58,32.3
SATTAHIP,12.683,100.983,1981,2010,Mean Minimum Temperature,20.963,23.281,25.151,26.303,26.11,26,25.64,25.63,24.77,23.77,22.44,20.6
SATTAHIP,12.683,100.983,1981,2010,Mean Dry-bulb Temperature,26.166,27.463,28.619,29.801,29.61,29.38,28.92,28.78,28.08,27.33,26.86,25.95
SATTAHIP,12.683,100.983,1981,2010,Mean Relative Humidity,72.365,75.01,75.805,75.861,77.25,76.67,77.27,77.63,81.32,82.32,74.43,69.08
SATTAHIP,12.683,100.983,1981,2010,Total Rainfall,25.601,19.384,58.794,78.872,171.86,130.1,107.48,109.04,219.05,259.8,76.09,10.54
LAEM CHABANG,13.077,100.876,1981,2010,Mean Station Pressure,1003.172,1002.19,1001.185,999.844,997.85,996.94,998.54,998.34,999.13,1001.06,1001.26,1002.9
LAEM CHABANG,13.077,100.876,1981,2010,Mean MSL Pressure,1012.279,1011.311,1010.254,1008.918,1007.29,1006.88,1007.19,1007,1007.81,1009.23,1010.53,1011.42
LAEM CHABANG,13.077,100.876,1981,2010,Mean Maximum Temperature,31.855,32.061,32.662,33.33,32.66,31.89,31.39,31.38,31.22,31.41,31.75,31.63
LAEM CHABANG,13.077,100.876,1981,2010,Mean Minimum Temperature,22.111,23.211,24.381,25.458,25.5,25.48,25.46,25.04,24.28,23.79,23.27,22.04
LAEM CHABANG,13.077,100.876,1981,2010,Mean Dry-bulb Temperature,27.877,28.331,28.963,29.73,29.47,29.13,28.66,28.69,28.51,28.21,28.37,28.11
LAEM CHABANG,13.077,100.876,1981,2010,Mean Relative Humidity,64.066,71.988,73.244,74.247,75.35,76.22,76.39,76.34,77.92,77.86,66.39,62.26
LAEM CHABANG,13.077,100.876,1981,2010,Total Rainfall,20.878,15.194,52.856,61.522,137.23,153,104.87,116.36,247.25,200.27,33.58,8.2
PHETCHA BURI,12.999,100.061,1981,2010,Mean Station Pressure,1011.876,1010.746,1009.447,1008.043,1006.76,1006.27,1006.42,1006.54,1007.67,1009.27,1010.86,1012.35
PHETCHA BURI,12.999,100.061,1981,2010,Mean MSL Pressure,1012.324,1011.188,1009.89,1008.483,1008.23,1006.71,1006.85,1006.97,1008.11,1009.71,1011.3,1012.79
PHETCHA BURI,12.999,100.061,1981,2010,Mean Maximum Temperature,30.45,31.134,32.11,33.339,33.36,32.9,32.65,32.63,32.17,31.49,31.06,30.5
PHETCHA BURI,12.999,100.061,1981,2010,Mean Minimum Temperature,21.193,23.142,24.76,25.842,26,25.92,25.56,25.61,25.1,24.56,23.29,21.02
PHETCHA BURI,12.999,100.061,1981,2010,Mean Dry-bulb Temperature,25.75,27.244,28.489,29.655,29.42,29.03,28.68,28.6,28.18,27.7,26.89,25.39
PHETCHA BURI,12.999,100.061,1981,2010,Mean Relative Humidity,74.148,76.669,77.072,76.089,76.27,75.57,75.95,75.98,79.69,81.51,76.53,71.52
PHETCHA BURI,12.999,100.061,1981,2010,Total Rainfall,11.399,3.935,33.087,36.937,99.45,92.01,80.78,92.27,153.57,278.44,93.8,11.63
RAYONG,12.632,101.344,1981,2010,Mean Station Pressure,1011.686,1010.934,1009.81,1008.434,1007.16,1006.73,1006.85,1006.92,1007.89,1009.12,1010.35,1011.74
RAYONG,12.632,101.344,1981,2010,Mean MSL Pressure,1012.271,1011.518,1010.39,1009.012,1007.74,1007.31,1007.42,1007.5,1008.47,1009.7,1010.93,1012.32
RAYONG,12.632,101.344,1981,2010,Mean Maximum Temperature,31.938,32.514,33.227,34.256,33.56,32.75,32.3,32.01,31.94,32.32,32.64,32.03
RAYONG,12.632,101.344,1981,2010,Mean Minimum Temperature,21.515,24.466,26.191,27.125,26.9,26.83,26.5,26.42,25.44,24.51,23.29,21.26
RAYONG,12.632,101.344,1981,2010,Mean Dry-bulb Temperature,26.216,27.878,29.013,30.007,29.75,29.38,28.96,28.76,28.15,27.63,27.22,26.01
RAYONG,12.632,101.344,1981,2010,Mean Relative Humidity,74.469,76.392,76.678,76.569,78.71,78.69,79.33,79.78,82.38,81.5,73.71,69.83
RAYONG,12.632,101.344,1981,2010,Total Rainfall,20.748,36.47,70.293,81.617,198.63,165.12,171.81,132.27,255.15,194.38,50.83,5.89
HUAI PONG AGROMET.,12.733,101.133,1981,2010,Mean Station Pressure,1007.181,1006.229,1005.036,1003.942,1002.48,1002.24,1002.39,1002.18,1003,1004.24,1005.34,1005.91
HUAI PONG AGROMET.,12.733,101.133,1981,2010,Mean MSL Pressure,1012.374,1011.396,1010.175,1009.064,1007.61,1007.37,1007.52,1007.32,1008.14,1009.4,1010.52,1011.09
HUAI PONG AGROMET.,12.733,101.133,1981,2010,Mean Maximum Temperature,32.279,32.862,33.959,34.643,33.6,33.35,32.62,32.82,32.27,31.98,32.21,32.47
HUAI PONG AGROMET.,12.733,101.133,1981,2010,Mean Minimum Temperature,21.925,23.822,25.386,26.126,25.81,25.58,25.21,25.25,24.66,24.4,22.98,22.08
HUAI PONG AGROMET.,12.733,101.133,1981,2010,Mean Dry-bulb Temperature,26.338,27.568,28.826,29.551,28.97,28.89,28.35,28.35,27.92,27.29,26.89,26.52
HUAI PONG AGROMET.,12.733,101.133,1981,2010,Mean Relative Humidity,69.769,75.642,75.478,76.308,80.39,80.69,81.17,80.53,82.21,82.81,71.22,68.42
HUAI PONG AGROMET.,12.733,101.133,1981,2010,Total Rainfall,22.314,37.264,61.48,96.29,180.34,163.32,157.21,135.87,242.11,245.68,75.61,8.12
CHANTHA BURI,12.617,102.113,1981,2010,Mean Station Pressure,1011.739,1010.986,1009.881,1008.565,1007.39,1007,1007.09,1007.14,1008.06,1009.19,1010.4,1011.78
CHANTHA BURI,12.617,102.113,1981,2010,Mean MSL Pressure,1012.148,1011.395,1010.288,1008.971,1007.8,1007.41,1007.49,1007.55,1008.46,1009.6,1010.8,1012.19
CHANTHA BURI,12.617,102.113,1981,2010,Mean Maximum Temperature,32.557,32.679,33.122,33.853,32.76,31.77,31.35,31.16,31.39,32.04,32.13,31.76
CHANTHA BURI,12.617,102.113,1981,2010,Mean Minimum Temperature,21.485,22.974,24.044,24.839,25.07,25.09,24.85,24.87,24.42,23.94,23.12,21.45
CHANTHA BURI,12.617,102.113,1981,2010,Mean Dry-bulb Temperature,26.396,27.263,28.08,28.707,28.27,27.93,27.65,27.51,27.15,27.04,26.9,25.97
CHANTHA BURI,12.617,102.113,1981,2010,Mean Relative Humidity,69.013,74.446,76.521,78.307,82.76,84.02,83.98,84.57,85.57,81.9,72.24,66.05
CHANTHA BURI,12.617,102.113,1981,2010,Total Rainfall,18.683,36.437,71.9,125.24,392.52,512.62,483.23,497.23,497.6,297.57,54.52,6.76
PHLIU  AGROMET.,12.509,102.173,1981,2010,Mean Station Pressure,1009.502,1008.699,1007.523,1006.486,1005.22,1005.01,1005.22,1005.01,1005.68,1006.67,1007.57,1008.2
PHLIU  AGROMET.,12.509,102.173,1981,2010,Mean MSL Pressure,1012.285,1011.47,1010.284,1009.24,1007.97,1007.77,1007.98,1007.77,1008.44,1009.44,1010.34,1010.98
PHLIU  AGROMET.,12.509,102.173,1981,2010,Mean Maximum Temperature,32.399,32.328,32.652,33.189,32.2,31.68,31.04,31.07,31.06,31.56,32.39,32.89
PHLIU  AGROMET.,12.509,102.173,1981,2010,Mean Minimum Temperature,21.078,23.123,24.248,24.89,25.02,25.16,24.87,24.81,24.45,23.78,22.32,21.11
PHLIU  AGROMET.,12.509,102.173,1981,2010,Mean Dry-bulb Temperature,25.926,26.901,27.732,28.163,27.9,27.8,27.3,27.29,26.97,26.73,26.62,26.11
PHLIU  AGROMET.,12.509,102.173,1981,2010,Mean Relative Humidity,72.149,79.051,80.715,83.046,85.92,86.72,87.07,87.02,88,85.77,74.13,71.06
PHLIU  AGROMET.,12.509,102.173,1981,2010,Total Rainfall,23.981,51.437,82.187,159.26,416.9,557.53,517.7,521.38,533.2,338.41,61.93,13.24
PRACHUAP KHIRIKHAN,11.833,99.833,1981,2010,Mean Station Pressure,1011.632,1010.825,1009.625,1008.2,1007.01,1006.73,1006.87,1007.04,1007.91,1009.09,1010.3,1011.68
PRACHUAP KHIRIKHAN,11.833,99.833,1981,2010,Mean MSL Pressure,1012.271,1011.459,1010.256,1008.827,1007.64,1007.35,1007.5,1007.67,1008.54,1009.73,1010.93,1012.32
PRACHUAP KHIRIKHAN,11.833,99.833,1981,2010,Mean Maximum Temperature,30.778,31.581,32.546,34.004,33.5,32.77,32.46,32.05,32.32,31.31,30.9,30.41
